id;wkt
169;POLYGON((-875047.567135455 -1026769.3202403553, -871231.3872279241 -1046401.8639093086, -871574.6035821163 -1046465.4753005995, -875047.567135455 -1026769.3202403553))
170;POLYGON((-875047.567135455 -1026769.3202403553, -871574.6035821163 -1046465.4753005995, -871918.8778346503 -1046523.0870522581, -875047.567135455 -1026769.3202403553))
171;POLYGON((-875047.567135455 -1026769.3202403553, -871918.8778346503 -1046523.0870522581, -872264.1051162537 -1046574.6816151867, -875047.567135455 -1026769.3202403553))
172;POLYGON((-875047.567135455 -1026769.3202403553, -872264.1051162537 -1046574.6816151867, -872610.180267352 -1046620.2432731817, -875047.567135455 -1026769.3202403553))
173;POLYGON((-875047.567135455 -1026769.3202403553, -872610.180267352 -1046620.2432731817, -872956.997870102 -1046659.7581477208, -875047.567135455 -1026769.3202403553))
174;POLYGON((-875047.567135455 -1026769.3202403553, -872956.997870102 -1046659.7581477208, -873304.4522805018 -1046693.2142021903, -875047.567135455 -1026769.3202403553))
175;POLYGON((-875047.567135455 -1026769.3202403553, -873304.4522805018 -1046693.2142021903, -873652.4376605725 -1046720.6012455518, -875047.567135455 -1026769.3202403553))
176;POLYGON((-875047.567135455 -1026769.3202403553, -873652.4376605725 -1046720.6012455518, -874000.8480105961 -1046741.9109354469, -875047.567135455 -1026769.3202403553))
177;POLYGON((-875047.567135455 -1026769.3202403553, -874000.8480105961 -1046741.9109354469, -874349.577201405 -1046757.1367807372, -875047.567135455 -1026769.3202403553))
178;POLYGON((-875047.567135455 -1026769.3202403553, -874349.577201405 -1046757.1367807372, -874698.5190067093 -1046766.2741434831, -875047.567135455 -1026769.3202403553))
179;POLYGON((-875047.567135455 -1026769.3202403553, -874698.5190067093 -1046766.2741434831, -875047.567135455 -1046769.3202403553, -875047.567135455 -1026769.3202403553))
180;POLYGON((-875047.567135455 -1026769.3202403553, -875047.567135455 -1046769.3202403553, -875396.6152642006 -1046766.2741434831, -875047.567135455 -1026769.3202403553))
181;POLYGON((-875047.567135455 -1026769.3202403553, -875396.6152642006 -1046766.2741434831, -875745.557069505 -1046757.1367807372, -875047.567135455 -1026769.3202403553))
182;POLYGON((-875047.567135455 -1026769.3202403553, -875745.557069505 -1046757.1367807372, -876094.2862603138 -1046741.9109354469, -875047.567135455 -1026769.3202403553))
183;POLYGON((-875047.567135455 -1026769.3202403553, -876094.2862603138 -1046741.9109354469, -876442.6966103375 -1046720.6012455518, -875047.567135455 -1026769.3202403553))
184;POLYGON((-875047.567135455 -1026769.3202403553, -876442.6966103375 -1046720.6012455518, -876790.6819904081 -1046693.2142021903, -875047.567135455 -1026769.3202403553))
185;POLYGON((-875047.567135455 -1026769.3202403553, -876790.6819904081 -1046693.2142021903, -877138.136400808 -1046659.7581477208, -875047.567135455 -1026769.3202403553))
186;POLYGON((-875047.567135455 -1026769.3202403553, -877138.136400808 -1046659.7581477208, -877484.9540035579 -1046620.2432731817, -875047.567135455 -1026769.3202403553))
187;POLYGON((-875047.567135455 -1026769.3202403553, -877484.9540035579 -1046620.2432731817, -877831.0291546563 -1046574.6816151867, -875047.567135455 -1026769.3202403553))
188;POLYGON((-875047.567135455 -1026769.3202403553, -877831.0291546563 -1046574.6816151867, -878176.2564362596 -1046523.0870522581, -875047.567135455 -1026769.3202403553))
189;POLYGON((-875047.567135455 -1026769.3202403553, -878176.2564362596 -1046523.0870522581, -878520.5306887936 -1046465.4753005995, -875047.567135455 -1026769.3202403553))
190;POLYGON((-875047.567135455 -1026769.3202403553, -878520.5306887936 -1046465.4753005995, -878863.7470429859 -1046401.8639093086, -875047.567135455 -1026769.3202403553))
191;POLYGON((-875047.567135455 -1026769.3202403553, -878863.7470429859 -1046401.8639093086, -879205.8009518102 -1046332.2722550314, -875047.567135455 -1026769.3202403553))
192;POLYGON((-875047.567135455 -1026769.3202403553, -879205.8009518102 -1046332.2722550314, -879546.5882223323 -1046256.72153606, -875047.567135455 -1026769.3202403553))
193;POLYGON((-875047.567135455 -1026769.3202403553, -879546.5882223323 -1046256.72153606, -879886.0050474483 -1046175.2347658753, -875047.567135455 -1026769.3202403553))
194;POLYGON((-875047.567135455 -1026769.3202403553, -879886.0050474483 -1046175.2347658753, -880223.9480375054 -1046087.8367661367, -875047.567135455 -1026769.3202403553))
195;POLYGON((-875047.567135455 -1026769.3202403553, -880223.9480375054 -1046087.8367661367, -880560.314251795 -1045994.5541591217, -875047.567135455 -1026769.3202403553))
196;POLYGON((-875047.567135455 -1026769.3202403553, -880560.314251795 -1045994.5541591217, -880895.0012299097 -1045895.415359616, -875047.567135455 -1026769.3202403553))
197;POLYGON((-875047.567135455 -1026769.3202403553, -880895.0012299097 -1045895.415359616, -881227.907022954 -1045790.4505662584, -875047.567135455 -1026769.3202403553))
198;POLYGON((-875047.567135455 -1026769.3202403553, -881227.907022954 -1045790.4505662584, -881558.9302245982 -1045679.6917523417, -875047.567135455 -1026769.3202403553))
199;POLYGON((-875047.567135455 -1026769.3202403553, -881558.9302245982 -1045679.6917523417, -881887.9700019683 -1045563.1726560735, -875047.567135455 -1026769.3202403553))
200;POLYGON((-875047.567135455 -1026769.3202403553, -881887.9700019683 -1045563.1726560735, -882214.926126361 -1045440.9287702993, -875047.567135455 -1026769.3202403553))
201;POLYGON((-875047.567135455 -1026769.3202403553, -882214.926126361 -1045440.9287702993, -882539.6990037732 -1045312.9973316911, -875047.567135455 -1026769.3202403553))
202;POLYGON((-875047.567135455 -1026769.3202403553, -882539.6990037732 -1045312.9973316911, -882862.1897052404 -1045179.4173094041, -875047.567135455 -1026769.3202403553))
203;POLYGON((-875047.567135455 -1026769.3202403553, -882862.1897052404 -1045179.4173094041, -883182.2999969709 -1045040.2293932074, -875047.567135455 -1026769.3202403553))
204;POLYGON((-875047.567135455 -1026769.3202403553, -883182.2999969709 -1045040.2293932074, -883499.932370269 -1044895.4759810884, -875047.567135455 -1026769.3202403553))
205;POLYGON((-875047.567135455 -1026769.3202403553, -883499.932370269 -1044895.4759810884, -883814.9900712365 -1044745.2011663386, -875047.567135455 -1026769.3202403553))
206;POLYGON((-875047.567135455 -1026769.3202403553, -883814.9900712365 -1044745.2011663386, -884127.3771302459 -1044589.4507241227, -875047.567135455 -1026769.3202403553))
207;POLYGON((-875047.567135455 -1026769.3202403553, -884127.3771302459 -1044589.4507241227, -884436.9983911728 -1044428.2720975339, -875047.567135455 -1026769.3202403553))
208;POLYGON((-875047.567135455 -1026769.3202403553, -884436.9983911728 -1044428.2720975339, -884743.7595403817 -1044261.7143831432, -875047.567135455 -1026769.3202403553))
209;POLYGON((-875047.567135455 -1026769.3202403553, -884743.7595403817 -1044261.7143831432, -885047.567135455 -1044089.8283160441, -875047.567135455 -1026769.3202403553))
210;POLYGON((-875047.567135455 -1026769.3202403553, -885047.567135455 -1044089.8283160441, -885348.328633656 -1043912.6662543976, -875047.567135455 -1026769.3202403553))
211;POLYGON((-875047.567135455 -1026769.3202403553, -885348.328633656 -1043912.6662543976, -885645.9524201191 -1043730.2821634838, -875047.567135455 -1026769.3202403553))
212;POLYGON((-875047.567135455 -1026769.3202403553, -885645.9524201191 -1043730.2821634838, -885940.3478357556 -1043542.7315992638, -875047.567135455 -1026769.3202403553))
213;POLYGON((-875047.567135455 -1026769.3202403553, -885940.3478357556 -1043542.7315992638, -886231.42520487 -1043350.0716914561, -875047.567135455 -1026769.3202403553))
214;POLYGON((-875047.567135455 -1026769.3202403553, -886231.42520487 -1043350.0716914561, -886519.0958624759 -1043152.3611261352, -875047.567135455 -1026769.3202403553))
215;POLYGON((-875047.567135455 -1026769.3202403553, -886519.0958624759 -1043152.3611261352, -886803.2721813044 -1042949.6601278543, -875047.567135455 -1026769.3202403553))
216;POLYGON((-875047.567135455 -1026769.3202403553, -886803.2721813044 -1042949.6601278543, -887083.8675984959 -1042742.0304413012, -875047.567135455 -1026769.3202403553))
217;POLYGON((-875047.567135455 -1026769.3202403553, -887083.8675984959 -1042742.0304413012, -887360.7966419682 -1042529.5353124897, -875047.567135455 -1026769.3202403553))
218;POLYGON((-875047.567135455 -1026769.3202403553, -887360.7966419682 -1042529.5353124897, -887633.9749564517 -1042312.2394694948, -875047.567135455 -1026769.3202403553))
219;POLYGON((-875047.567135455 -1026769.3202403553, -887633.9749564517 -1042312.2394694948, -887903.3193291858 -1042090.2091027349, -875047.567135455 -1026769.3202403553))
220;POLYGON((-875047.567135455 -1026769.3202403553, -887903.3193291858 -1042090.2091027349, -888168.7477152651 -1041863.5118448108, -875047.567135455 -1026769.3202403553))
221;POLYGON((-875047.567135455 -1026769.3202403553, -888168.7477152651 -1041863.5118448108, -888430.1792626322 -1041632.2167499032, -875047.567135455 -1026769.3202403553))
222;POLYGON((-875047.567135455 -1026769.3202403553, -888430.1792626322 -1041632.2167499032, -888687.534336705 -1041396.3942727387, -875047.567135455 -1026769.3202403553))
223;POLYGON((-875047.567135455 -1026769.3202403553, -888687.534336705 -1041396.3942727387, -888940.7345446349 -1041156.1162471283, -875047.567135455 -1026769.3202403553))
224;POLYGON((-875047.567135455 -1026769.3202403553, -888940.7345446349 -1041156.1162471283, -889189.7027591859 -1040911.4558640863, -875047.567135455 -1026769.3202403553))
225;POLYGON((-875047.567135455 -1026769.3202403553, -889189.7027591859 -1040911.4558640863, -889434.363142228 -1040662.4876495353, -875047.567135455 -1026769.3202403553))
226;POLYGON((-875047.567135455 -1026769.3202403553, -889434.363142228 -1040662.4876495353, -889674.6411678384 -1040409.2874416054, -875047.567135455 -1026769.3202403553))
227;POLYGON((-875047.567135455 -1026769.3202403553, -889674.6411678384 -1040409.2874416054, -889910.4636450028 -1040151.9323675325, -875047.567135455 -1026769.3202403553))
228;POLYGON((-875047.567135455 -1026769.3202403553, -889910.4636450028 -1040151.9323675325, -890141.7587399104 -1039890.5008201655, -875047.567135455 -1026769.3202403553))
229;POLYGON((-875047.567135455 -1026769.3202403553, -890141.7587399104 -1039890.5008201655, -890368.4559978346 -1039625.0724340861, -875047.567135455 -1026769.3202403553))
230;POLYGON((-875047.567135455 -1026769.3202403553, -890368.4559978346 -1039625.0724340861, -890590.4863645944 -1039355.728061352, -875047.567135455 -1026769.3202403553))
231;POLYGON((-875047.567135455 -1026769.3202403553, -890590.4863645944 -1039355.728061352, -890807.7822075894 -1039082.5497468684, -875047.567135455 -1026769.3202403553))
232;POLYGON((-875047.567135455 -1026769.3202403553, -890807.7822075894 -1039082.5497468684, -891020.2773364008 -1038805.6207033963, -875047.567135455 -1026769.3202403553))
233;POLYGON((-875047.567135455 -1026769.3202403553, -891020.2773364008 -1038805.6207033963, -891227.907022954 -1038525.0252862048, -875047.567135455 -1026769.3202403553))
234;POLYGON((-875047.567135455 -1026769.3202403553, -891227.907022954 -1038525.0252862048, -891430.6080212349 -1038240.8489673763, -875047.567135455 -1026769.3202403553))
235;POLYGON((-875047.567135455 -1026769.3202403553, -891430.6080212349 -1038240.8489673763, -891628.3185865558 -1037953.1783097703, -875047.567135455 -1026769.3202403553))
236;POLYGON((-875047.567135455 -1026769.3202403553, -891628.3185865558 -1037953.1783097703, -891820.9784943635 -1037662.1009406559, -875047.567135455 -1026769.3202403553))
237;POLYGON((-875047.567135455 -1026769.3202403553, -891820.9784943635 -1037662.1009406559, -892008.5290585835 -1037367.7055250194, -875047.567135455 -1026769.3202403553))
238;POLYGON((-875047.567135455 -1026769.3202403553, -892008.5290585835 -1037367.7055250194, -892190.9131494972 -1037070.0817385564, -875047.567135455 -1026769.3202403553))
239;POLYGON((-875047.567135455 -1026769.3202403553, -892190.9131494972 -1037070.0817385564, -892368.0752111437 -1036769.3202403553, -875047.567135455 -1026769.3202403553))
240;POLYGON((-875047.567135455 -1026769.3202403553, -892368.0752111437 -1036769.3202403553, -892539.9612782429 -1036465.5126452821, -875047.567135455 -1026769.3202403553))
241;POLYGON((-875047.567135455 -1026769.3202403553, -892539.9612782429 -1036465.5126452821, -892706.5189926336 -1036158.7514960731, -875047.567135455 -1026769.3202403553))
242;POLYGON((-875047.567135455 -1026769.3202403553, -892706.5189926336 -1036158.7514960731, -892867.6976192223 -1035849.1302351463, -875047.567135455 -1026769.3202403553))
243;POLYGON((-875047.567135455 -1026769.3202403553, -892867.6976192223 -1035849.1302351463, -893023.4480614383 -1035536.7431761369, -875047.567135455 -1026769.3202403553))
244;POLYGON((-875047.567135455 -1026769.3202403553, -893023.4480614383 -1035536.7431761369, -893173.722876188 -1035221.6854751693, -875047.567135455 -1026769.3202403553))
245;POLYGON((-875047.567135455 -1026769.3202403553, -893173.722876188 -1035221.6854751693, -893318.476288307 -1034904.0531018713, -875047.567135455 -1026769.3202403553))
246;POLYGON((-875047.567135455 -1026769.3202403553, -893318.476288307 -1034904.0531018713, -893457.6642045038 -1034583.9428101408, -875047.567135455 -1026769.3202403553))
247;POLYGON((-875047.567135455 -1026769.3202403553, -893457.6642045038 -1034583.9428101408, -893591.2442267907 -1034261.4521086735, -875047.567135455 -1026769.3202403553))
248;POLYGON((-875047.567135455 -1026769.3202403553, -893591.2442267907 -1034261.4521086735, -893719.1756653991 -1033936.6792312614, -875047.567135455 -1026769.3202403553))
249;POLYGON((-875047.567135455 -1026769.3202403553, -893719.1756653991 -1033936.6792312614, -893841.4195511731 -1033609.7231068687, -875047.567135455 -1026769.3202403553))
250;POLYGON((-875047.567135455 -1026769.3202403553, -893841.4195511731 -1033609.7231068687, -893957.9386474413 -1033280.6833294985, -875047.567135455 -1026769.3202403553))
251;POLYGON((-875047.567135455 -1026769.3202403553, -893957.9386474413 -1033280.6833294985, -894068.697461358 -1032949.6601278543, -875047.567135455 -1026769.3202403553))
252;POLYGON((-875047.567135455 -1026769.3202403553, -894068.697461358 -1032949.6601278543, -894173.6622547157 -1032616.7543348101, -875047.567135455 -1026769.3202403553))
253;POLYGON((-875047.567135455 -1026769.3202403553, -894173.6622547157 -1032616.7543348101, -894272.8010542213 -1032282.0673566953, -875047.567135455 -1026769.3202403553))
254;POLYGON((-875047.567135455 -1026769.3202403553, -894272.8010542213 -1032282.0673566953, -894366.0836612363 -1031945.7011424057, -875047.567135455 -1026769.3202403553))
255;POLYGON((-875047.567135455 -1026769.3202403553, -894366.0836612363 -1031945.7011424057, -894453.4816609749 -1031607.7581523487, -875047.567135455 -1026769.3202403553))
256;POLYGON((-875047.567135455 -1026769.3202403553, -894453.4816609749 -1031607.7581523487, -894534.9684311596 -1031268.3413272327, -875047.567135455 -1026769.3202403553))
257;POLYGON((-875047.567135455 -1026769.3202403553, -894534.9684311596 -1031268.3413272327, -894610.519150131 -1030927.5540567106, -875047.567135455 -1026769.3202403553))
258;POLYGON((-875047.567135455 -1026769.3202403553, -894610.519150131 -1030927.5540567106, -894680.1108044082 -1030585.5001478862, -875047.567135455 -1026769.3202403553))
259;POLYGON((-875047.567135455 -1026769.3202403553, -894680.1108044082 -1030585.5001478862, -894743.7221956991 -1030242.2837936939, -875047.567135455 -1026769.3202403553))
260;POLYGON((-875047.567135455 -1026769.3202403553, -894743.7221956991 -1030242.2837936939, -894801.3339473577 -1029898.00954116, -875047.567135455 -1026769.3202403553))
261;POLYGON((-875047.567135455 -1026769.3202403553, -894801.3339473577 -1029898.00954116, -894852.9285102864 -1029552.7822595567, -875047.567135455 -1026769.3202403553))
262;POLYGON((-875047.567135455 -1026769.3202403553, -894852.9285102864 -1029552.7822595567, -894898.4901682814 -1029206.7071084583, -875047.567135455 -1026769.3202403553))
263;POLYGON((-875047.567135455 -1026769.3202403553, -894898.4901682814 -1029206.7071084583, -894938.0050428205 -1028859.8895057084, -875047.567135455 -1026769.3202403553))
264;POLYGON((-875047.567135455 -1026769.3202403553, -894938.0050428205 -1028859.8895057084, -894971.4610972899 -1028512.4350953085, -875047.567135455 -1026769.3202403553))
265;POLYGON((-875047.567135455 -1026769.3202403553, -894971.4610972899 -1028512.4350953085, -894998.8481406515 -1028164.4497152378, -875047.567135455 -1026769.3202403553))
266;POLYGON((-875047.567135455 -1026769.3202403553, -894998.8481406515 -1028164.4497152378, -895020.1578305465 -1027816.0393652142, -875047.567135455 -1026769.3202403553))
267;POLYGON((-875047.567135455 -1026769.3202403553, -895020.1578305465 -1027816.0393652142, -895035.3836758368 -1027467.3101744053, -875047.567135455 -1026769.3202403553))
268;POLYGON((-875047.567135455 -1026769.3202403553, -895035.3836758368 -1027467.3101744053, -895044.5210385828 -1027118.368369101, -875047.567135455 -1026769.3202403553))
269;POLYGON((-875047.567135455 -1026769.3202403553, -895044.5210385828 -1027118.368369101, -895047.567135455 -1026769.3202403553, -875047.567135455 -1026769.3202403553))
270;POLYGON((-875047.567135455 -1026769.3202403553, -895047.567135455 -1026769.3202403553, -895044.5210385828 -1026420.2721116097, -875047.567135455 -1026769.3202403553))
271;POLYGON((-875047.567135455 -1026769.3202403553, -895044.5210385828 -1026420.2721116097, -895035.3836758368 -1026071.3303063053, -875047.567135455 -1026769.3202403553))
272;POLYGON((-875047.567135455 -1026769.3202403553, -895035.3836758368 -1026071.3303063053, -895020.1578305465 -1025722.6011154965, -875047.567135455 -1026769.3202403553))
273;POLYGON((-875047.567135455 -1026769.3202403553, -895020.1578305465 -1025722.6011154965, -894998.8481406515 -1025374.1907654728, -875047.567135455 -1026769.3202403553))
274;POLYGON((-875047.567135455 -1026769.3202403553, -894998.8481406515 -1025374.1907654728, -894971.4610972899 -1025026.2053854022, -875047.567135455 -1026769.3202403553))
275;POLYGON((-875047.567135455 -1026769.3202403553, -894971.4610972899 -1025026.2053854022, -894938.0050428205 -1024678.7509750023, -875047.567135455 -1026769.3202403553))
276;POLYGON((-875047.567135455 -1026769.3202403553, -894938.0050428205 -1024678.7509750023, -894898.4901682814 -1024331.9333722524, -875047.567135455 -1026769.3202403553))
277;POLYGON((-875047.567135455 -1026769.3202403553, -894898.4901682814 -1024331.9333722524, -894852.9285102864 -1023985.858221154, -875047.567135455 -1026769.3202403553))
278;POLYGON((-875047.567135455 -1026769.3202403553, -894852.9285102864 -1023985.858221154, -894801.3339473577 -1023640.6309395507, -875047.567135455 -1026769.3202403553))
279;POLYGON((-875047.567135455 -1026769.3202403553, -894801.3339473577 -1023640.6309395507, -894743.7221956991 -1023296.3566870168, -875047.567135455 -1026769.3202403553))
280;POLYGON((-875047.567135455 -1026769.3202403553, -894743.7221956991 -1023296.3566870168, -894680.1108044082 -1022953.1403328244, -875047.567135455 -1026769.3202403553))
281;POLYGON((-875047.567135455 -1026769.3202403553, -894680.1108044082 -1022953.1403328244, -894610.519150131 -1022611.0864240001, -875047.567135455 -1026769.3202403553))
282;POLYGON((-875047.567135455 -1026769.3202403553, -894610.519150131 -1022611.0864240001, -894534.9684311596 -1022270.299153478, -875047.567135455 -1026769.3202403553))
283;POLYGON((-875047.567135455 -1026769.3202403553, -894534.9684311596 -1022270.299153478, -894453.4816609749 -1021930.882328362, -875047.567135455 -1026769.3202403553))
284;POLYGON((-875047.567135455 -1026769.3202403553, -894453.4816609749 -1021930.882328362, -894366.0836612363 -1021592.9393383049, -875047.567135455 -1026769.3202403553))
285;POLYGON((-875047.567135455 -1026769.3202403553, -894366.0836612363 -1021592.9393383049, -894272.8010542213 -1021256.5731240154, -875047.567135455 -1026769.3202403553))
286;POLYGON((-875047.567135455 -1026769.3202403553, -894272.8010542213 -1021256.5731240154, -894173.6622547157 -1020921.8861459006, -875047.567135455 -1026769.3202403553))
287;POLYGON((-875047.567135455 -1026769.3202403553, -894173.6622547157 -1020921.8861459006, -894068.697461358 -1020588.9803528563, -875047.567135455 -1026769.3202403553))
288;POLYGON((-875047.567135455 -1026769.3202403553, -894068.697461358 -1020588.9803528563, -893957.9386474413 -1020257.9571512121, -875047.567135455 -1026769.3202403553))
289;POLYGON((-875047.567135455 -1026769.3202403553, -893957.9386474413 -1020257.9571512121, -893841.4195511731 -1019928.917373842, -875047.567135455 -1026769.3202403553))
290;POLYGON((-875047.567135455 -1026769.3202403553, -893841.4195511731 -1019928.917373842, -893719.1756653991 -1019601.9612494493, -875047.567135455 -1026769.3202403553))
291;POLYGON((-875047.567135455 -1026769.3202403553, -893719.1756653991 -1019601.9612494493, -893591.2442267907 -1019277.1883720371, -875047.567135455 -1026769.3202403553))
292;POLYGON((-875047.567135455 -1026769.3202403553, -893591.2442267907 -1019277.1883720371, -893457.6642045038 -1018954.6976705699, -875047.567135455 -1026769.3202403553))
293;POLYGON((-875047.567135455 -1026769.3202403553, -893457.6642045038 -1018954.6976705699, -893318.476288307 -1018634.5873788394, -875047.567135455 -1026769.3202403553))
294;POLYGON((-875047.567135455 -1026769.3202403553, -893318.476288307 -1018634.5873788394, -893173.722876188 -1018316.9550055413, -875047.567135455 -1026769.3202403553))
295;POLYGON((-875047.567135455 -1026769.3202403553, -893173.722876188 -1018316.9550055413, -893023.4480614383 -1018001.8973045738, -875047.567135455 -1026769.3202403553))
296;POLYGON((-875047.567135455 -1026769.3202403553, -893023.4480614383 -1018001.8973045738, -892867.6976192223 -1017689.5102455644, -875047.567135455 -1026769.3202403553))
297;POLYGON((-875047.567135455 -1026769.3202403553, -892867.6976192223 -1017689.5102455644, -892706.5189926336 -1017379.8889846376, -875047.567135455 -1026769.3202403553))
298;POLYGON((-875047.567135455 -1026769.3202403553, -892706.5189926336 -1017379.8889846376, -892539.9612782429 -1017073.1278354286, -875047.567135455 -1026769.3202403553))
299;POLYGON((-875047.567135455 -1026769.3202403553, -892539.9612782429 -1017073.1278354286, -892368.0752111437 -1016769.3202403553, -875047.567135455 -1026769.3202403553))
300;POLYGON((-875047.567135455 -1026769.3202403553, -892368.0752111437 -1016769.3202403553, -892190.9131494972 -1016468.5587421543, -875047.567135455 -1026769.3202403553))
301;POLYGON((-875047.567135455 -1026769.3202403553, -892190.9131494972 -1016468.5587421543, -892008.5290585835 -1016170.9349556912, -875047.567135455 -1026769.3202403553))
302;POLYGON((-875047.567135455 -1026769.3202403553, -892008.5290585835 -1016170.9349556912, -891820.9784943635 -1015876.5395400547, -875047.567135455 -1026769.3202403553))
303;POLYGON((-875047.567135455 -1026769.3202403553, -891820.9784943635 -1015876.5395400547, -891628.3185865558 -1015585.4621709404, -875047.567135455 -1026769.3202403553))
304;POLYGON((-875047.567135455 -1026769.3202403553, -891628.3185865558 -1015585.4621709404, -891430.6080212349 -1015297.7915133344, -875047.567135455 -1026769.3202403553))
305;POLYGON((-875047.567135455 -1026769.3202403553, -891430.6080212349 -1015297.7915133344, -891227.907022954 -1015013.6151945059, -875047.567135455 -1026769.3202403553))
306;POLYGON((-875047.567135455 -1026769.3202403553, -891227.907022954 -1015013.6151945059, -891020.2773364008 -1014733.0197773144, -875047.567135455 -1026769.3202403553))
307;POLYGON((-875047.567135455 -1026769.3202403553, -891020.2773364008 -1014733.0197773144, -890807.7822075894 -1014456.0907338421, -875047.567135455 -1026769.3202403553))
308;POLYGON((-875047.567135455 -1026769.3202403553, -890807.7822075894 -1014456.0907338421, -890590.4863645944 -1014182.9124193586, -875047.567135455 -1026769.3202403553))
309;POLYGON((-875047.567135455 -1026769.3202403553, -890590.4863645944 -1014182.9124193586, -890368.4559978346 -1013913.5680466245, -875047.567135455 -1026769.3202403553))
310;POLYGON((-875047.567135455 -1026769.3202403553, -890368.4559978346 -1013913.5680466245, -890141.7587399104 -1013648.1396605452, -875047.567135455 -1026769.3202403553))
311;POLYGON((-875047.567135455 -1026769.3202403553, -890141.7587399104 -1013648.1396605452, -889910.4636450028 -1013386.7081131781, -875047.567135455 -1026769.3202403553))
312;POLYGON((-875047.567135455 -1026769.3202403553, -889910.4636450028 -1013386.7081131781, -889674.6411678384 -1013129.3530391053, -875047.567135455 -1026769.3202403553))
313;POLYGON((-875047.567135455 -1026769.3202403553, -889674.6411678384 -1013129.3530391053, -889434.363142228 -1012876.1528311754, -875047.567135455 -1026769.3202403553))
314;POLYGON((-875047.567135455 -1026769.3202403553, -889434.363142228 -1012876.1528311754, -889189.7027591859 -1012627.1846166244, -875047.567135455 -1026769.3202403553))
315;POLYGON((-875047.567135455 -1026769.3202403553, -889189.7027591859 -1012627.1846166244, -888940.7345446349 -1012382.5242335823, -875047.567135455 -1026769.3202403553))
316;POLYGON((-875047.567135455 -1026769.3202403553, -888940.7345446349 -1012382.5242335823, -888687.5343367049 -1012142.2462079719, -875047.567135455 -1026769.3202403553))
317;POLYGON((-875047.567135455 -1026769.3202403553, -888687.5343367049 -1012142.2462079719, -888430.1792626322 -1011906.4237308075, -875047.567135455 -1026769.3202403553))
318;POLYGON((-875047.567135455 -1026769.3202403553, -888430.1792626322 -1011906.4237308075, -888168.7477152651 -1011675.1286358999, -875047.567135455 -1026769.3202403553))
319;POLYGON((-875047.567135455 -1026769.3202403553, -888168.7477152651 -1011675.1286358999, -887903.3193291858 -1011448.4313779757, -875047.567135455 -1026769.3202403553))
320;POLYGON((-875047.567135455 -1026769.3202403553, -887903.3193291858 -1011448.4313779757, -887633.9749564517 -1011226.4010112159, -875047.567135455 -1026769.3202403553))
321;POLYGON((-875047.567135455 -1026769.3202403553, -887633.9749564517 -1011226.4010112159, -887360.7966419681 -1011009.1051682209, -875047.567135455 -1026769.3202403553))
322;POLYGON((-875047.567135455 -1026769.3202403553, -887360.7966419681 -1011009.1051682209, -887083.8675984959 -1010796.6100394095, -875047.567135455 -1026769.3202403553))
323;POLYGON((-875047.567135455 -1026769.3202403553, -887083.8675984959 -1010796.6100394095, -886803.2721813044 -1010588.9803528563, -875047.567135455 -1026769.3202403553))
324;POLYGON((-875047.567135455 -1026769.3202403553, -886803.2721813044 -1010588.9803528563, -886519.0958624759 -1010386.2793545754, -875047.567135455 -1026769.3202403553))
325;POLYGON((-875047.567135455 -1026769.3202403553, -886519.0958624759 -1010386.2793545754, -886231.42520487 -1010188.5687892545, -875047.567135455 -1026769.3202403553))
326;POLYGON((-875047.567135455 -1026769.3202403553, -886231.42520487 -1010188.5687892545, -885940.3478357556 -1009995.9088814468, -875047.567135455 -1026769.3202403553))
327;POLYGON((-875047.567135455 -1026769.3202403553, -885940.3478357556 -1009995.9088814468, -885645.9524201191 -1009808.3583172269, -875047.567135455 -1026769.3202403553))
328;POLYGON((-875047.567135455 -1026769.3202403553, -885645.9524201191 -1009808.3583172269, -885348.328633656 -1009625.9742263131, -875047.567135455 -1026769.3202403553))
329;POLYGON((-875047.567135455 -1026769.3202403553, -885348.328633656 -1009625.9742263131, -885047.567135455 -1009448.8121646666, -875047.567135455 -1026769.3202403553))
330;POLYGON((-875047.567135455 -1026769.3202403553, -885047.567135455 -1009448.8121646666, -884743.7595403817 -1009276.9260975674, -875047.567135455 -1026769.3202403553))
331;POLYGON((-875047.567135455 -1026769.3202403553, -884743.7595403817 -1009276.9260975674, -884436.9983911727 -1009110.3683831767, -875047.567135455 -1026769.3202403553))
332;POLYGON((-875047.567135455 -1026769.3202403553, -884436.9983911727 -1009110.3683831767, -884127.3771302459 -1008949.189756588, -875047.567135455 -1026769.3202403553))
333;POLYGON((-875047.567135455 -1026769.3202403553, -884127.3771302459 -1008949.189756588, -883814.9900712365 -1008793.439314372, -875047.567135455 -1026769.3202403553))
334;POLYGON((-875047.567135455 -1026769.3202403553, -883814.9900712365 -1008793.439314372, -883499.932370269 -1008643.1644996223, -875047.567135455 -1026769.3202403553))
335;POLYGON((-875047.567135455 -1026769.3202403553, -883499.932370269 -1008643.1644996223, -883182.2999969709 -1008498.4110875033, -875047.567135455 -1026769.3202403553))
336;POLYGON((-875047.567135455 -1026769.3202403553, -883182.2999969709 -1008498.4110875033, -882862.1897052404 -1008359.2231713065, -875047.567135455 -1026769.3202403553))
337;POLYGON((-875047.567135455 -1026769.3202403553, -882862.1897052404 -1008359.2231713065, -882539.6990037732 -1008225.6431490196, -875047.567135455 -1026769.3202403553))
