id;wkt
44;POLYGON((-875047.567135455 -1026769.3202403553, -861154.399726275 -1012382.5242335823, -860905.431511724 -1012627.1846166244, -875047.567135455 -1026769.3202403553))
45;POLYGON((-875047.567135455 -1026769.3202403553, -860905.431511724 -1012627.1846166244, -860660.771128682 -1012876.1528311754, -875047.567135455 -1026769.3202403553))
46;POLYGON((-875047.567135455 -1026769.3202403553, -860660.771128682 -1012876.1528311754, -860420.4931030716 -1013129.3530391053, -875047.567135455 -1026769.3202403553))
47;POLYGON((-875047.567135455 -1026769.3202403553, -860420.4931030716 -1013129.3530391053, -860184.6706259071 -1013386.7081131781, -875047.567135455 -1026769.3202403553))
48;POLYGON((-875047.567135455 -1026769.3202403553, -860184.6706259071 -1013386.7081131781, -859953.3755309995 -1013648.1396605452, -875047.567135455 -1026769.3202403553))
49;POLYGON((-875047.567135455 -1026769.3202403553, -859953.3755309995 -1013648.1396605452, -859726.6782730754 -1013913.5680466245, -875047.567135455 -1026769.3202403553))
50;POLYGON((-875047.567135455 -1026769.3202403553, -859726.6782730754 -1013913.5680466245, -859504.6479063155 -1014182.9124193586, -875047.567135455 -1026769.3202403553))
51;POLYGON((-875047.567135455 -1026769.3202403553, -859504.6479063155 -1014182.9124193586, -859287.3520633206 -1014456.0907338421, -875047.567135455 -1026769.3202403553))
52;POLYGON((-875047.567135455 -1026769.3202403553, -859287.3520633206 -1014456.0907338421, -859074.8569345091 -1014733.0197773144, -875047.567135455 -1026769.3202403553))
53;POLYGON((-875047.567135455 -1026769.3202403553, -859074.8569345091 -1014733.0197773144, -858867.227247956 -1015013.6151945059, -875047.567135455 -1026769.3202403553))
54;POLYGON((-875047.567135455 -1026769.3202403553, -858867.227247956 -1015013.6151945059, -858664.5262496751 -1015297.7915133344, -875047.567135455 -1026769.3202403553))
55;POLYGON((-875047.567135455 -1026769.3202403553, -858664.5262496751 -1015297.7915133344, -858466.8156843542 -1015585.4621709404, -875047.567135455 -1026769.3202403553))
56;POLYGON((-875047.567135455 -1026769.3202403553, -858466.8156843542 -1015585.4621709404, -858274.1557765465 -1015876.5395400547, -875047.567135455 -1026769.3202403553))
57;POLYGON((-875047.567135455 -1026769.3202403553, -858274.1557765465 -1015876.5395400547, -858086.6052123264 -1016170.9349556912, -875047.567135455 -1026769.3202403553))
58;POLYGON((-875047.567135455 -1026769.3202403553, -858086.6052123264 -1016170.9349556912, -857904.2211214127 -1016468.5587421543, -875047.567135455 -1026769.3202403553))
59;POLYGON((-875047.567135455 -1026769.3202403553, -857904.2211214127 -1016468.5587421543, -857727.0590597662 -1016769.3202403553, -875047.567135455 -1026769.3202403553))
60;POLYGON((-875047.567135455 -1026769.3202403553, -857727.0590597662 -1016769.3202403553, -857555.1729926671 -1017073.1278354286, -875047.567135455 -1026769.3202403553))
61;POLYGON((-875047.567135455 -1026769.3202403553, -857555.1729926671 -1017073.1278354286, -857388.6152782764 -1017379.8889846376, -875047.567135455 -1026769.3202403553))
62;POLYGON((-875047.567135455 -1026769.3202403553, -857388.6152782764 -1017379.8889846376, -857227.4366516876 -1017689.5102455644, -875047.567135455 -1026769.3202403553))
63;POLYGON((-875047.567135455 -1026769.3202403553, -857227.4366516876 -1017689.5102455644, -857071.6862094717 -1018001.8973045738, -875047.567135455 -1026769.3202403553))
64;POLYGON((-875047.567135455 -1026769.3202403553, -857071.6862094717 -1018001.8973045738, -856921.411394722 -1018316.9550055413, -875047.567135455 -1026769.3202403553))
65;POLYGON((-875047.567135455 -1026769.3202403553, -856921.411394722 -1018316.9550055413, -856776.657982603 -1018634.5873788394, -875047.567135455 -1026769.3202403553))
66;POLYGON((-875047.567135455 -1026769.3202403553, -856776.657982603 -1018634.5873788394, -856637.4700664062 -1018954.6976705699, -875047.567135455 -1026769.3202403553))
67;POLYGON((-875047.567135455 -1026769.3202403553, -856637.4700664062 -1018954.6976705699, -856503.8900441192 -1019277.1883720371, -875047.567135455 -1026769.3202403553))
68;POLYGON((-875047.567135455 -1026769.3202403553, -856503.8900441192 -1019277.1883720371, -856375.9586055109 -1019601.9612494493, -875047.567135455 -1026769.3202403553))
69;POLYGON((-875047.567135455 -1026769.3202403553, -856375.9586055109 -1019601.9612494493, -856253.7147197368 -1019928.917373842, -875047.567135455 -1026769.3202403553))
70;POLYGON((-875047.567135455 -1026769.3202403553, -856253.7147197368 -1019928.917373842, -856137.1956234686 -1020257.9571512121, -875047.567135455 -1026769.3202403553))
71;POLYGON((-875047.567135455 -1026769.3202403553, -856137.1956234686 -1020257.9571512121, -856026.4368095519 -1020588.9803528563, -875047.567135455 -1026769.3202403553))
72;POLYGON((-875047.567135455 -1026769.3202403553, -856026.4368095519 -1020588.9803528563, -855921.4720161943 -1020921.8861459006, -875047.567135455 -1026769.3202403553))
73;POLYGON((-875047.567135455 -1026769.3202403553, -855921.4720161943 -1020921.8861459006, -855822.3332166886 -1021256.5731240154, -875047.567135455 -1026769.3202403553))
74;POLYGON((-875047.567135455 -1026769.3202403553, -855822.3332166886 -1021256.5731240154, -855729.0506096736 -1021592.9393383049, -875047.567135455 -1026769.3202403553))
75;POLYGON((-875047.567135455 -1026769.3202403553, -855729.0506096736 -1021592.9393383049, -855641.652609935 -1021930.882328362, -875047.567135455 -1026769.3202403553))
76;POLYGON((-875047.567135455 -1026769.3202403553, -855641.652609935 -1021930.882328362, -855560.1658397503 -1022270.299153478, -875047.567135455 -1026769.3202403553))
77;POLYGON((-875047.567135455 -1026769.3202403553, -855560.1658397503 -1022270.299153478, -855484.6151207789 -1022611.0864240001, -875047.567135455 -1026769.3202403553))
78;POLYGON((-875047.567135455 -1026769.3202403553, -855484.6151207789 -1022611.0864240001, -855415.0234665017 -1022953.1403328244, -875047.567135455 -1026769.3202403553))
79;POLYGON((-875047.567135455 -1026769.3202403553, -855415.0234665017 -1022953.1403328244, -855351.4120752108 -1023296.3566870167, -875047.567135455 -1026769.3202403553))
80;POLYGON((-875047.567135455 -1026769.3202403553, -855351.4120752108 -1023296.3566870167, -855293.8003235522 -1023640.6309395507, -875047.567135455 -1026769.3202403553))
81;POLYGON((-875047.567135455 -1026769.3202403553, -855293.8003235522 -1023640.6309395507, -855242.2057606236 -1023985.8582211541, -875047.567135455 -1026769.3202403553))
82;POLYGON((-875047.567135455 -1026769.3202403553, -855242.2057606236 -1023985.8582211541, -855196.6441026286 -1024331.9333722524, -875047.567135455 -1026769.3202403553))
83;POLYGON((-875047.567135455 -1026769.3202403553, -855196.6441026286 -1024331.9333722524, -855157.1292280895 -1024678.7509750023, -875047.567135455 -1026769.3202403553))
84;POLYGON((-875047.567135455 -1026769.3202403553, -855157.1292280895 -1024678.7509750023, -855123.67317362 -1025026.2053854022, -875047.567135455 -1026769.3202403553))
85;POLYGON((-875047.567135455 -1026769.3202403553, -855123.67317362 -1025026.2053854022, -855096.2861302585 -1025374.1907654728, -875047.567135455 -1026769.3202403553))
86;POLYGON((-875047.567135455 -1026769.3202403553, -855096.2861302585 -1025374.1907654728, -855074.9764403634 -1025722.6011154965, -875047.567135455 -1026769.3202403553))
87;POLYGON((-875047.567135455 -1026769.3202403553, -855074.9764403634 -1025722.6011154965, -855059.7505950731 -1026071.3303063053, -875047.567135455 -1026769.3202403553))
88;POLYGON((-875047.567135455 -1026769.3202403553, -855059.7505950731 -1026071.3303063053, -855050.6132323272 -1026420.2721116097, -875047.567135455 -1026769.3202403553))
89;POLYGON((-875047.567135455 -1026769.3202403553, -855050.6132323272 -1026420.2721116097, -855047.567135455 -1026769.3202403553, -875047.567135455 -1026769.3202403553))
90;POLYGON((-875047.567135455 -1026769.3202403553, -855047.567135455 -1026769.3202403553, -855050.6132323272 -1027118.368369101, -875047.567135455 -1026769.3202403553))
91;POLYGON((-875047.567135455 -1026769.3202403553, -855050.6132323272 -1027118.368369101, -855059.7505950731 -1027467.3101744053, -875047.567135455 -1026769.3202403553))
92;POLYGON((-875047.567135455 -1026769.3202403553, -855059.7505950731 -1027467.3101744053, -855074.9764403634 -1027816.0393652142, -875047.567135455 -1026769.3202403553))
93;POLYGON((-875047.567135455 -1026769.3202403553, -855074.9764403634 -1027816.0393652142, -855096.2861302585 -1028164.4497152378, -875047.567135455 -1026769.3202403553))
94;POLYGON((-875047.567135455 -1026769.3202403553, -855096.2861302585 -1028164.4497152378, -855123.67317362 -1028512.4350953085, -875047.567135455 -1026769.3202403553))
95;POLYGON((-875047.567135455 -1026769.3202403553, -855123.67317362 -1028512.4350953085, -855157.1292280895 -1028859.8895057084, -875047.567135455 -1026769.3202403553))
96;POLYGON((-875047.567135455 -1026769.3202403553, -855157.1292280895 -1028859.8895057084, -855196.6441026286 -1029206.7071084583, -875047.567135455 -1026769.3202403553))
97;POLYGON((-875047.567135455 -1026769.3202403553, -855196.6441026286 -1029206.7071084583, -855242.2057606236 -1029552.7822595566, -875047.567135455 -1026769.3202403553))
98;POLYGON((-875047.567135455 -1026769.3202403553, -855242.2057606236 -1029552.7822595566, -855293.8003235522 -1029898.00954116, -875047.567135455 -1026769.3202403553))
99;POLYGON((-875047.567135455 -1026769.3202403553, -855293.8003235522 -1029898.00954116, -855351.4120752108 -1030242.283793694, -875047.567135455 -1026769.3202403553))
100;POLYGON((-875047.567135455 -1026769.3202403553, -855351.4120752108 -1030242.283793694, -855415.0234665017 -1030585.5001478862, -875047.567135455 -1026769.3202403553))
101;POLYGON((-875047.567135455 -1026769.3202403553, -855415.0234665017 -1030585.5001478862, -855484.6151207789 -1030927.5540567106, -875047.567135455 -1026769.3202403553))
102;POLYGON((-875047.567135455 -1026769.3202403553, -855484.6151207789 -1030927.5540567106, -855560.1658397503 -1031268.3413272327, -875047.567135455 -1026769.3202403553))
103;POLYGON((-875047.567135455 -1026769.3202403553, -855560.1658397503 -1031268.3413272327, -855641.652609935 -1031607.7581523487, -875047.567135455 -1026769.3202403553))
104;POLYGON((-875047.567135455 -1026769.3202403553, -855641.652609935 -1031607.7581523487, -855729.0506096736 -1031945.7011424057, -875047.567135455 -1026769.3202403553))
105;POLYGON((-875047.567135455 -1026769.3202403553, -855729.0506096736 -1031945.7011424057, -855822.3332166886 -1032282.0673566953, -875047.567135455 -1026769.3202403553))
106;POLYGON((-875047.567135455 -1026769.3202403553, -855822.3332166886 -1032282.0673566953, -855921.4720161943 -1032616.7543348101, -875047.567135455 -1026769.3202403553))
107;POLYGON((-875047.567135455 -1026769.3202403553, -855921.4720161943 -1032616.7543348101, -856026.4368095519 -1032949.6601278543, -875047.567135455 -1026769.3202403553))
108;POLYGON((-875047.567135455 -1026769.3202403553, -856026.4368095519 -1032949.6601278543, -856137.1956234686 -1033280.6833294985, -875047.567135455 -1026769.3202403553))
109;POLYGON((-875047.567135455 -1026769.3202403553, -856137.1956234686 -1033280.6833294985, -856253.7147197368 -1033609.7231068687, -875047.567135455 -1026769.3202403553))
110;POLYGON((-875047.567135455 -1026769.3202403553, -856253.7147197368 -1033609.7231068687, -856375.9586055109 -1033936.6792312614, -875047.567135455 -1026769.3202403553))
111;POLYGON((-875047.567135455 -1026769.3202403553, -856375.9586055109 -1033936.6792312614, -856503.8900441192 -1034261.4521086735, -875047.567135455 -1026769.3202403553))
112;POLYGON((-875047.567135455 -1026769.3202403553, -856503.8900441192 -1034261.4521086735, -856637.4700664062 -1034583.9428101408, -875047.567135455 -1026769.3202403553))
113;POLYGON((-875047.567135455 -1026769.3202403553, -856637.4700664062 -1034583.9428101408, -856776.657982603 -1034904.0531018713, -875047.567135455 -1026769.3202403553))
114;POLYGON((-875047.567135455 -1026769.3202403553, -856776.657982603 -1034904.0531018713, -856921.411394722 -1035221.6854751693, -875047.567135455 -1026769.3202403553))
115;POLYGON((-875047.567135455 -1026769.3202403553, -856921.411394722 -1035221.6854751693, -857071.6862094717 -1035536.7431761369, -875047.567135455 -1026769.3202403553))
116;POLYGON((-875047.567135455 -1026769.3202403553, -857071.6862094717 -1035536.7431761369, -857227.4366516876 -1035849.1302351463, -875047.567135455 -1026769.3202403553))
117;POLYGON((-875047.567135455 -1026769.3202403553, -857227.4366516876 -1035849.1302351463, -857388.6152782764 -1036158.7514960731, -875047.567135455 -1026769.3202403553))
118;POLYGON((-875047.567135455 -1026769.3202403553, -857388.6152782764 -1036158.7514960731, -857555.1729926671 -1036465.5126452821, -875047.567135455 -1026769.3202403553))
119;POLYGON((-875047.567135455 -1026769.3202403553, -857555.1729926671 -1036465.5126452821, -857727.0590597662 -1036769.3202403553, -875047.567135455 -1026769.3202403553))
120;POLYGON((-875047.567135455 -1026769.3202403553, -857727.0590597662 -1036769.3202403553, -857904.2211214127 -1037070.0817385564, -875047.567135455 -1026769.3202403553))
121;POLYGON((-875047.567135455 -1026769.3202403553, -857904.2211214127 -1037070.0817385564, -858086.6052123264 -1037367.7055250194, -875047.567135455 -1026769.3202403553))
122;POLYGON((-875047.567135455 -1026769.3202403553, -858086.6052123264 -1037367.7055250194, -858274.1557765465 -1037662.1009406559, -875047.567135455 -1026769.3202403553))
123;POLYGON((-875047.567135455 -1026769.3202403553, -858274.1557765465 -1037662.1009406559, -858466.8156843542 -1037953.1783097703, -875047.567135455 -1026769.3202403553))
124;POLYGON((-875047.567135455 -1026769.3202403553, -858466.8156843542 -1037953.1783097703, -858664.5262496751 -1038240.8489673763, -875047.567135455 -1026769.3202403553))
125;POLYGON((-875047.567135455 -1026769.3202403553, -858664.5262496751 -1038240.8489673763, -858867.227247956 -1038525.0252862048, -875047.567135455 -1026769.3202403553))
126;POLYGON((-875047.567135455 -1026769.3202403553, -858867.227247956 -1038525.0252862048, -859074.8569345091 -1038805.6207033963, -875047.567135455 -1026769.3202403553))
127;POLYGON((-875047.567135455 -1026769.3202403553, -859074.8569345091 -1038805.6207033963, -859287.3520633206 -1039082.5497468685, -875047.567135455 -1026769.3202403553))
128;POLYGON((-875047.567135455 -1026769.3202403553, -859287.3520633206 -1039082.5497468685, -859504.6479063155 -1039355.728061352, -875047.567135455 -1026769.3202403553))
129;POLYGON((-875047.567135455 -1026769.3202403553, -859504.6479063155 -1039355.728061352, -859726.6782730754 -1039625.0724340861, -875047.567135455 -1026769.3202403553))
130;POLYGON((-875047.567135455 -1026769.3202403553, -859726.6782730754 -1039625.0724340861, -859953.3755309995 -1039890.5008201655, -875047.567135455 -1026769.3202403553))
131;POLYGON((-875047.567135455 -1026769.3202403553, -859953.3755309995 -1039890.5008201655, -860184.6706259071 -1040151.9323675325, -875047.567135455 -1026769.3202403553))
132;POLYGON((-875047.567135455 -1026769.3202403553, -860184.6706259071 -1040151.9323675325, -860420.4931030716 -1040409.2874416054, -875047.567135455 -1026769.3202403553))
133;POLYGON((-875047.567135455 -1026769.3202403553, -860420.4931030716 -1040409.2874416054, -860660.771128682 -1040662.4876495353, -875047.567135455 -1026769.3202403553))
134;POLYGON((-875047.567135455 -1026769.3202403553, -860660.771128682 -1040662.4876495353, -860905.431511724 -1040911.4558640863, -875047.567135455 -1026769.3202403553))
135;POLYGON((-875047.567135455 -1026769.3202403553, -860905.431511724 -1040911.4558640863, -861154.399726275 -1041156.1162471283, -875047.567135455 -1026769.3202403553))
136;POLYGON((-875047.567135455 -1026769.3202403553, -861154.399726275 -1041156.1162471283, -861407.599934205 -1041396.3942727387, -875047.567135455 -1026769.3202403553))
137;POLYGON((-875047.567135455 -1026769.3202403553, -861407.599934205 -1041396.3942727387, -861664.9550082778 -1041632.2167499032, -875047.567135455 -1026769.3202403553))
138;POLYGON((-875047.567135455 -1026769.3202403553, -861664.9550082778 -1041632.2167499032, -861926.3865556448 -1041863.5118448108, -875047.567135455 -1026769.3202403553))
139;POLYGON((-875047.567135455 -1026769.3202403553, -861926.3865556448 -1041863.5118448108, -862191.8149417242 -1042090.2091027349, -875047.567135455 -1026769.3202403553))
140;POLYGON((-875047.567135455 -1026769.3202403553, -862191.8149417242 -1042090.2091027349, -862461.1593144583 -1042312.2394694948, -875047.567135455 -1026769.3202403553))
141;POLYGON((-875047.567135455 -1026769.3202403553, -862461.1593144583 -1042312.2394694948, -862734.3376289418 -1042529.5353124897, -875047.567135455 -1026769.3202403553))
142;POLYGON((-875047.567135455 -1026769.3202403553, -862734.3376289418 -1042529.5353124897, -863011.266672414 -1042742.0304413012, -875047.567135455 -1026769.3202403553))
143;POLYGON((-875047.567135455 -1026769.3202403553, -863011.266672414 -1042742.0304413012, -863291.8620896055 -1042949.6601278543, -875047.567135455 -1026769.3202403553))
144;POLYGON((-875047.567135455 -1026769.3202403553, -863291.8620896055 -1042949.6601278543, -863576.038408434 -1043152.3611261352, -875047.567135455 -1026769.3202403553))
145;POLYGON((-875047.567135455 -1026769.3202403553, -863576.038408434 -1043152.3611261352, -863863.70906604 -1043350.0716914561, -875047.567135455 -1026769.3202403553))
146;POLYGON((-875047.567135455 -1026769.3202403553, -863863.70906604 -1043350.0716914561, -864154.7864351544 -1043542.7315992638, -875047.567135455 -1026769.3202403553))
147;POLYGON((-875047.567135455 -1026769.3202403553, -864154.7864351544 -1043542.7315992638, -864449.1818507909 -1043730.2821634838, -875047.567135455 -1026769.3202403553))
148;POLYGON((-875047.567135455 -1026769.3202403553, -864449.1818507909 -1043730.2821634838, -864746.8056372539 -1043912.6662543976, -875047.567135455 -1026769.3202403553))
149;POLYGON((-875047.567135455 -1026769.3202403553, -864746.8056372539 -1043912.6662543976, -865047.567135455 -1044089.8283160441, -875047.567135455 -1026769.3202403553))
150;POLYGON((-875047.567135455 -1026769.3202403553, -865047.567135455 -1044089.8283160441, -865351.3747305282 -1044261.7143831432, -875047.567135455 -1026769.3202403553))
151;POLYGON((-875047.567135455 -1026769.3202403553, -865351.3747305282 -1044261.7143831432, -865658.1358797372 -1044428.2720975339, -875047.567135455 -1026769.3202403553))
152;POLYGON((-875047.567135455 -1026769.3202403553, -865658.1358797372 -1044428.2720975339, -865967.757140664 -1044589.4507241227, -875047.567135455 -1026769.3202403553))
153;POLYGON((-875047.567135455 -1026769.3202403553, -865967.757140664 -1044589.4507241227, -866280.1441996734 -1044745.2011663386, -875047.567135455 -1026769.3202403553))
154;POLYGON((-875047.567135455 -1026769.3202403553, -866280.1441996734 -1044745.2011663386, -866595.201900641 -1044895.4759810884, -875047.567135455 -1026769.3202403553))
155;POLYGON((-875047.567135455 -1026769.3202403553, -866595.201900641 -1044895.4759810884, -866912.834273939 -1045040.2293932074, -875047.567135455 -1026769.3202403553))
156;POLYGON((-875047.567135455 -1026769.3202403553, -866912.834273939 -1045040.2293932074, -867232.9445656695 -1045179.4173094041, -875047.567135455 -1026769.3202403553))
157;POLYGON((-875047.567135455 -1026769.3202403553, -867232.9445656695 -1045179.4173094041, -867555.4352671368 -1045312.9973316911, -875047.567135455 -1026769.3202403553))
158;POLYGON((-875047.567135455 -1026769.3202403553, -867555.4352671368 -1045312.9973316911, -867880.2081445489 -1045440.9287702994, -875047.567135455 -1026769.3202403553))
159;POLYGON((-875047.567135455 -1026769.3202403553, -867880.2081445489 -1045440.9287702994, -868207.1642689416 -1045563.1726560735, -875047.567135455 -1026769.3202403553))
160;POLYGON((-875047.567135455 -1026769.3202403553, -868207.1642689416 -1045563.1726560735, -868536.2040463118 -1045679.6917523417, -875047.567135455 -1026769.3202403553))
161;POLYGON((-875047.567135455 -1026769.3202403553, -868536.2040463118 -1045679.6917523417, -868867.227247956 -1045790.4505662584, -875047.567135455 -1026769.3202403553))
162;POLYGON((-875047.567135455 -1026769.3202403553, -868867.227247956 -1045790.4505662584, -869200.1330410002 -1045895.415359616, -875047.567135455 -1026769.3202403553))
163;POLYGON((-875047.567135455 -1026769.3202403553, -869200.1330410002 -1045895.415359616, -869534.820019115 -1045994.5541591217, -875047.567135455 -1026769.3202403553))
164;POLYGON((-875047.567135455 -1026769.3202403553, -869534.820019115 -1045994.5541591217, -869871.1862334046 -1046087.8367661367, -875047.567135455 -1026769.3202403553))
165;POLYGON((-875047.567135455 -1026769.3202403553, -869871.1862334046 -1046087.8367661367, -870209.1292234616 -1046175.2347658753, -875047.567135455 -1026769.3202403553))
166;POLYGON((-875047.567135455 -1026769.3202403553, -870209.1292234616 -1046175.2347658753, -870548.5460485776 -1046256.72153606, -875047.567135455 -1026769.3202403553))
167;POLYGON((-875047.567135455 -1026769.3202403553, -870548.5460485776 -1046256.72153606, -870889.3333190997 -1046332.2722550314, -875047.567135455 -1026769.3202403553))
168;POLYGON((-875047.567135455 -1026769.3202403553, -870889.3333190997 -1046332.2722550314, -871231.3872279241 -1046401.8639093086, -875047.567135455 -1026769.3202403553))
