10;0.35;10;0;0;0;0
7;0;3;0;0;0;0
4;0;0;0;0;0;0
7;0.35;3;0;0;0;0
4;0;0;0;0;0;0
0;0.05;5;20;0;0;0
0;0.25;5;0;0;0;0
5;0.25;5;0;0;0;0
0;0;0;0;0;1;0
0;0.25;5;20;0;0;0
